id,annotator,start,end,category,class,
21914480_1641325006845,21914480,940,977,Interprétation : Bien / Lumière,unit,
21914480_1641325035439,21914480,1074,1115,Interprétation : Bien / Lumière,unit,
21914480_1641325045383,21914480,1206,1252,Interprétation : Bien / Lumière,unit,
21914480_1641325066388,21914480,1253,1304,Interprétation : Mal / Obscurité,unit,
21914480_1641325122434,21914480,1392,1432,Interprétation : Mal / Obscurité,unit,
21914480_1641325130505,21914480,1433,1476,Interprétation : Bien / Lumière,unit,
awidloch_1620718251780,awidloch,730,894,Structure : Strophe,unit,
21914480_1641325187548,21914480,1524,1567,Interprétation : Mal / Obscurité,unit,
21914480_1641325207659,21914480,1568,1618,Interprétation : Mal / Obscurité,unit,
21914480_1641325215554,21914480,1666,1711,Interprétation : Bien / Lumière,unit,
21914480_1641326194151,21914480,981,1073,Figure : Métaphore,unit,
